"Campaign name",Age,Gender,Day,Reach,Impressions,Frequency,"Amount spent (USD)","Attribution setting","Clicks (all)","CTR (all)","Reporting starts","Reporting ends"
Cubbys,35-44,male,2026-09-03,21,47,2.23809524,0.0502924,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Jill of all Trades",55-64,female,2026-09-03,10,11,1.1,0.19444444,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Jill of all Trades",65+,male,2026-09-03,34,38,1.11764706,0.29678363,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Jill of all Trades",65+,female,2026-09-03,28,32,1.14285714,0.61403509,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Jill of all Trades",45-54,male,2026-09-03,19,21,1.10526316,0.18421053,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Jill of all Trades",45-54,female,2026-09-03,13,15,1.15384615,0.10233918,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,55-64,unknown,2026-09-03,1,4,4,0.03017544,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,45-54,unknown,2026-09-03,2,2,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,45-54,female,2026-09-03,24,52,2.16666667,0.14081871,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,18-24,female,2026-09-03,7,13,1.85714286,0.01005848,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,25-34,male,2026-09-03,18,52,2.88888889,0.03017544,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Superior Honda",18-24,female,2026-09-03,3,4,1.33333333,0.05134529,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,65+,female,2026-09-03,130,331,2.54615385,0.41239766,"7-day click or 1-day view",3,0.90634441,2026-09-03,2026-09-03
Cubbys,55-64,male,2026-09-03,27,48,1.77777778,0.19111111,"7-day click or 1-day view",2,4.16666667,2026-09-03,2026-09-03
Cubbys,65+,male,2026-09-03,61,103,1.68852459,0.3419883,"7-day click or 1-day view",2,1.94174757,2026-09-03,2026-09-03
Cubbys,45-54,male,2026-09-03,25,75,3,0.08046784,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,55-64,female,2026-09-03,40,196,4.9,0.14081871,"7-day click or 1-day view",1,0.51020408,2026-09-03,2026-09-03
Cubbys,25-34,female,2026-09-03,22,80,3.63636364,0.12070175,"7-day click or 1-day view",1,1.25,2026-09-03,2026-09-03
Cubbys,35-44,female,2026-09-03,34,75,2.20588235,0.07040936,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
Cubbys,18-24,male,2026-09-03,5,59,11.8,0.1005848,"7-day click or 1-day view",1,1.69491525,2026-09-03,2026-09-03
"Superior Honda",35-44,unknown,2026-09-03,1,1,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Superior Honda",55-64,unknown,2026-09-03,2,3,1.5,0.03080717,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"No Name Nutrition",65+,male,2026-09-03,78,83,1.06410256,0.63245614,"7-day click or 1-day view",3,3.61445783,2026-09-03,2026-09-03
"Jill of all Trades",35-44,female,2026-09-03,8,8,1,0.08187135,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"No Name Nutrition",65+,female,2026-09-03,171,184,1.07602339,2.25877193,"7-day click or 1-day view",13,7.06521739,2026-09-03,2026-09-03
"Great Plains State Bank",18-24,female,2026-09-03,6,6,1,0.03016667,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",45-54,male,2026-09-03,12,13,1.08333333,0.12066667,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",35-44,male,2026-09-03,14,14,1,0.33183333,"7-day click or 1-day view",2,14.28571429,2026-09-03,2026-09-03
"Great Plains State Bank",55-64,male,2026-09-03,21,32,1.52380952,0.43238889,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",35-44,female,2026-09-03,8,10,1.25,0.11061111,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",45-54,female,2026-09-03,11,14,1.27272727,0.20111111,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",18-24,male,2026-09-03,21,27,1.28571429,0.20111111,"7-day click or 1-day view",2,7.40740741,2026-09-03,2026-09-03
"Great Plains State Bank",65+,female,2026-09-03,58,83,1.43103448,1.48822222,"7-day click or 1-day view",2,2.40963855,2026-09-03,2026-09-03
"Great Plains State Bank",55-64,female,2026-09-03,22,27,1.22727273,0.68377778,"7-day click or 1-day view",1,3.7037037,2026-09-03,2026-09-03
"Great Plains State Bank",65+,male,2026-09-03,45,67,1.48888889,1.48822222,"7-day click or 1-day view",3,4.47761194,2026-09-03,2026-09-03
"Square Donut",25-34,unknown,2026-09-03,3,3,1,0.01023092,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",25-34,female,2026-09-03,4,4,1,0.05027778,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",55-64,male,2026-09-03,56,62,1.10714286,0.39900602,"7-day click or 1-day view",1,1.61290323,2026-09-03,2026-09-03
"Square Donut",35-44,female,2026-09-03,60,65,1.08333333,0.48085341,"7-day click or 1-day view",4,6.15384615,2026-09-03,2026-09-03
"Square Donut",35-44,male,2026-09-03,79,83,1.05063291,0.58316265,"7-day click or 1-day view",3,3.61445783,2026-09-03,2026-09-03
"Square Donut",25-34,female,2026-09-03,180,185,1.02777778,1.37094378,"7-day click or 1-day view",14,7.56756757,2026-09-03,2026-09-03
"Square Donut",65+,female,2026-09-03,128,140,1.09375,1.65740964,"7-day click or 1-day view",6,4.28571429,2026-09-03,2026-09-03
"Square Donut",25-34,male,2026-09-03,190,201,1.05789474,1.35048193,"7-day click or 1-day view",7,3.48258706,2026-09-03,2026-09-03
"Square Donut",18-24,unknown,2026-09-03,8,8,1,0.07161647,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",45-54,unknown,2026-09-03,1,1,1,0.02046185,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",45-54,male,2026-09-03,47,49,1.04255319,0.41946787,"7-day click or 1-day view",2,4.08163265,2026-09-03,2026-09-03
"Great Plains State Bank",25-34,male,2026-09-03,16,19,1.1875,0.30166667,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",65+,unknown,2026-09-03,1,1,1,0.01005556,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",18-24,female,2026-09-03,210,221,1.05238095,1.52440763,"7-day click or 1-day view",7,3.16742081,2026-09-03,2026-09-03
"Freed by Real State",55-64,male,2026-09-03,15,18,1.2,0.11298571,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"No Name Nutrition",45-54,unknown,2026-09-03,1,1,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Freed by Real State",55-64,female,2026-09-03,12,12,1,0.26705714,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Freed by Real State",45-54,unknown,2026-09-03,3,3,1,0.04108571,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Freed by Real State",45-54,female,2026-09-03,85,93,1.09411765,1.10931429,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Freed by Real State",35-44,male,2026-09-03,170,179,1.05294118,1.7975,"7-day click or 1-day view",6,3.35195531,2026-09-03,2026-09-03
"Freed by Real State",25-34,female,2026-09-03,51,53,1.03921569,0.51357143,"7-day click or 1-day view",1,1.88679245,2026-09-03,2026-09-03
"Freed by Real State",45-54,male,2026-09-03,128,133,1.0390625,1.34555714,"7-day click or 1-day view",3,2.2556391,2026-09-03,2026-09-03
"Freed by Real State",35-44,female,2026-09-03,93,101,1.08602151,1.30447143,"7-day click or 1-day view",4,3.96039604,2026-09-03,2026-09-03
"Freed by Real State",25-34,male,2026-09-03,114,119,1.04385965,0.8628,"7-day click or 1-day view",3,2.5210084,2026-09-03,2026-09-03
"AM 590 WOW",25-34,male,2026-09-03,4,5,1.25,0.02020382,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Great Plains State Bank",55-64,unknown,2026-09-03,1,1,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"AM 590 WOW",35-44,male,2026-09-03,19,20,1.05263158,0.11112102,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"AM 590 WOW",45-54,female,2026-09-03,28,30,1.07142857,0.36366879,"7-day click or 1-day view",3,10,2026-09-03,2026-09-03
"AM 590 WOW",55-64,female,2026-09-03,68,72,1.05882353,0.6566242,"7-day click or 1-day view",5,6.94444444,2026-09-03,2026-09-03
"AM 590 WOW",65+,unknown,2026-09-03,5,5,1,0.04040764,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"AM 590 WOW",65+,male,2026-09-03,182,194,1.06593407,2.07089172,"7-day click or 1-day view",14,7.21649485,2026-09-03,2026-09-03
"AM 590 WOW",65+,female,2026-09-03,256,282,1.1015625,3.86903185,"7-day click or 1-day view",41,14.53900709,2026-09-03,2026-09-03
"AM 590 WOW",55-64,male,2026-09-03,69,70,1.01449275,0.48489172,"7-day click or 1-day view",5,7.14285714,2026-09-03,2026-09-03
"AM 590 WOW",45-54,male,2026-09-03,41,41,1,0.25254777,"7-day click or 1-day view",4,9.75609756,2026-09-03,2026-09-03
"AM 590 WOW",35-44,female,2026-09-03,7,7,1,0.06061146,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"AM 590 WOW",25-34,female,2026-09-03,1,1,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",65+,male,2026-09-03,68,71,1.04411765,0.5627008,"7-day click or 1-day view",1,1.4084507,2026-09-03,2026-09-03
"Great Plains State Bank",25-34,unknown,2026-09-03,1,1,1,0.01005556,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",55-64,female,2026-09-03,50,54,1.08,0.48085341,"7-day click or 1-day view",4,7.40740741,2026-09-03,2026-09-03
"Godfather’s N 30th",65+,female,2026-09-03,79,88,1.11392405,0.89344444,"7-day click or 1-day view",10,11.36363636,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",18-24,female,2026-09-03,105,116,1.1047619,0.88410811,"7-day click or 1-day view",7,6.03448276,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",25-34,unknown,2026-09-03,2,2,1,0.02032432,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",18-24,unknown,2026-09-03,1,1,1,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",25-34,unknown,2026-09-03,1,2,2,0,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",55-64,unknown,2026-09-03,2,2,1,0.01038889,"7-day click or 1-day view",1,50,2026-09-03,2026-09-03
"Godfather’s N 30th",18-24,female,2026-09-03,4,4,1,0.04155556,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",25-34,female,2026-09-03,11,11,1,0.04155556,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",18-24,male,2026-09-03,16,18,1.125,0.0935,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",65+,male,2026-09-03,88,101,1.14772727,0.85188889,"7-day click or 1-day view",9,8.91089109,2026-09-03,2026-09-03
"Godfather’s N 30th",55-64,male,2026-09-03,89,97,1.08988764,0.51944444,"7-day click or 1-day view",5,5.15463918,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",25-34,female,2026-09-03,55,58,1.05454545,0.48778378,"7-day click or 1-day view",1,1.72413793,2026-09-03,2026-09-03
"Godfather’s N 30th",35-44,male,2026-09-03,37,38,1.02702703,0.17661111,"7-day click or 1-day view",2,5.26315789,2026-09-03,2026-09-03
"Godfather’s N 30th",45-54,male,2026-09-03,46,48,1.04347826,0.33244444,"7-day click or 1-day view",4,8.33333333,2026-09-03,2026-09-03
"Godfather’s N 30th",25-34,male,2026-09-03,23,24,1.04347826,0.10388889,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s N 30th",35-44,female,2026-09-03,13,13,1,0.0935,"7-day click or 1-day view",1,7.69230769,2026-09-03,2026-09-03
"Godfather’s N 30th",45-54,female,2026-09-03,24,26,1.08333333,0.19738889,"7-day click or 1-day view",4,15.38461538,2026-09-03,2026-09-03
"Godfather’s N 30th",65+,unknown,2026-09-03,3,4,1.33333333,0.02077778,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"No Name Nutrition",25-34,female,2026-09-03,7,7,1,0.08031189,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"No Name Nutrition",55-64,female,2026-09-03,82,83,1.01219512,0.84327485,"7-day click or 1-day view",11,13.25301205,2026-09-03,2026-09-03
"Square Donut",18-24,male,2026-09-03,145,150,1.03448276,0.84916667,"7-day click or 1-day view",5,3.33333333,2026-09-03,2026-09-03
"No Name Nutrition",55-64,male,2026-09-03,37,37,1,0.19074074,"7-day click or 1-day view",1,2.7027027,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",18-24,male,2026-09-03,117,128,1.09401709,0.72151351,"7-day click or 1-day view",2,1.5625,2026-09-03,2026-09-03
"Godfather’s N 30th",55-64,female,2026-09-03,42,46,1.0952381,0.36361111,"7-day click or 1-day view",3,6.52173913,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",45-54,male,2026-09-03,23,23,1,0.12194595,"7-day click or 1-day view",1,4.34782609,2026-09-03,2026-09-03
"Cubby's Bennington",65+,female,2026-09-03,119,128,1.07563025,3.10818898,"7-day click or 1-day view",9,7.03125,2026-09-03,2026-09-03
"Square Donut",45-54,female,2026-09-03,47,49,1.04255319,0.35808233,"7-day click or 1-day view",1,2.04081633,2026-09-03,2026-09-03
"Square Donut",35-44,unknown,2026-09-03,1,1,1,0.03069277,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Square Donut",65+,unknown,2026-09-03,2,2,1,0.02046185,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",65+,unknown,2026-09-03,2,2,1,0.03047244,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",18-24,female,2026-09-03,1,1,1,0.01015748,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",45-54,female,2026-09-03,22,23,1.04545455,0.25393701,"7-day click or 1-day view",1,4.34782609,2026-09-03,2026-09-03
"Cubby's Bennington",65+,male,2026-09-03,52,53,1.01923077,0.68055118,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",18-24,male,2026-09-03,2,2,1,0.01015748,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",35-44,male,2026-09-03,19,20,1.05263158,0.18283465,"7-day click or 1-day view",2,10,2026-09-03,2026-09-03
"Cubby's Bennington",55-64,unknown,2026-09-03,1,1,1,0.02031496,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",25-34,female,2026-09-03,5,5,1,0.04062992,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",25-34,male,2026-09-03,121,134,1.10743802,0.69102703,"7-day click or 1-day view",3,2.23880597,2026-09-03,2026-09-03
"Cubby's Bennington",45-54,male,2026-09-03,33,35,1.06060606,0.32503937,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",55-64,male,2026-09-03,43,49,1.13953488,0.69070866,"7-day click or 1-day view",3,6.12244898,2026-09-03,2026-09-03
"Cubby's Bennington",25-34,male,2026-09-03,14,14,1,0.19299213,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Cubby's Bennington",55-64,female,2026-09-03,41,43,1.04878049,0.71102362,"7-day click or 1-day view",5,11.62790698,2026-09-03,2026-09-03
"Cubby's Bennington",18-24,unknown,2026-09-03,1,1,1,0.01015748,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",45-54,female,2026-09-03,25,27,1.08,0.24389189,"7-day click or 1-day view",1,3.7037037,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",35-44,male,2026-09-03,46,49,1.06521739,0.27437838,"7-day click or 1-day view",2,4.08163265,2026-09-03,2026-09-03
"Cubby's Bennington",35-44,female,2026-09-03,21,22,1.04761905,0.18283465,"7-day click or 1-day view",0,0,2026-09-03,2026-09-03
"Godfather’s Pizza - Saddle Creek",35-44,female,2026-09-03,44,46,1.04545455,0.31502703,"7-day click or 1-day view",1,2.17391304,2026-09-03,2026-09-03
